Id,price,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
2596,86,N/A,N/A,N/A,f,1,t,-33.78042914,151.2879009,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,1,100,10,10,10,10,10,10,f,moderate,f,f,0.02
2597,204,within an hour,1,1,t,1,f,-33.87940083,151.2033111,Apartment,Entire home/apt,5,1,2,3,Real Bed,0,100,3,20,1,30,36,98,10,10,10,10,10,10,t,flexible,f,f,3.79
2598,520,within an hour,1,0.49,f,34,t,-33.87589691,151.2325654,Apartment,Entire home/apt,6,2,3,3,Real Bed,1000,350,1,0,5,1125,4,100,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.48
2599,191,within a few hours,0.93,0.99,f,7,f,-33.87468632,151.2237743,Apartment,Entire home/apt,4,2,2,2,Real Bed,450,330,1,0,4,1125,6,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,2.37
2600,90,within an hour,1,0.57,f,1,t,-33.88310842,151.1762373,Apartment,Entire home/apt,2,1,1,1,Real Bed,,50,1,0,2,1125,12,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.33
2601,50,N/A,N/A,N/A,f,1,f,-33.81351473,151.0401052,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,10,200,2,80,8,10,10,10,10,10,t,flexible,f,f,0.05
2602,68,within an hour,1,1,t,2,f,-33.89343592,151.2708291,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,4,34,96,10,9,10,10,10,10,f,moderate,f,f,3.05
2603,168,N/A,N/A,N/A,f,1,f,-33.79864374,151.2791856,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,21,1125,4,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.1
2604,99,N/A,N/A,1,f,1,f,-33.89621134,151.1786953,Apartment,Entire home/apt,2,1,0,2,Real Bed,250,99,1,0,2,180,33,93,9,10,9,10,10,9,t,strict_14_with_grace_period,f,f,1.86
2605,80,within an hour,1,0.99,f,4,t,-33.92075242,151.1865077,Apartment,Private room,3,1,1,2,Real Bed,,35,2,45,1,1125,56,96,10,10,10,10,10,9,f,moderate,f,f,1.96
2606,299,within a day,1,0.33,f,1,t,-33.88953182,151.2718996,Apartment,Entire home/apt,4,1,2,2,Real Bed,500,80,1,0,2,14,17,87,9,8,10,10,10,8,f,moderate,f,f,0.31
2607,70,a few days or more,0.25,N/A,f,1,f,-33.89912438,151.215075,Apartment,Private room,2,1,1,2,Real Bed,200,50,1,0,2,1125,0,,,,,,,,f,flexible,f,f,
2608,60,N/A,N/A,1,f,1,f,-33.86515461,151.0899175,Condominium,Private room,2,1.5,1,2,Real Bed,150,20,2,30,3,1125,0,,,,,,,,f,moderate,f,f,
2609,69,within an hour,1,1,f,1,t,-33.87981111,151.2215706,House,Private room,2,2,1,1,Real Bed,0,80,1,30,2,30,2,100,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,1.46
2610,129,within an hour,1,0.97,t,3,t,-33.90843417,151.256164,Apartment,Entire home/apt,2,1,0,1,Real Bed,,75,1,0,2,1125,2,100,10,9,10,10,10,10,t,moderate,f,f,0.07
2611,60,N/A,N/A,N/A,f,1,t,-33.8381045,151.1973901,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,7,2,90,10,10,10,10,9,9,f,flexible,f,f,0.06
2612,439,a few days or more,0.4,0.78,f,8,t,-33.78525221,151.2875054,Apartment,Entire home/apt,6,2,3,4,Real Bed,2500,300,1,0,7,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
2613,81,within an hour,1,0.99,f,4,f,-33.88534542,151.21294,Apartment,Entire home/apt,3,1,1,1,Real Bed,1000,70,2,18,1,1125,39,82,9,7,10,10,10,9,t,strict_14_with_grace_period,f,f,3.44
2614,309,N/A,N/A,N/A,f,1,f,-33.89255249,151.26669,House,Entire home/apt,5,1.5,3,5,Real Bed,,250,1,0,5,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
2615,48,N/A,N/A,N/A,f,3,t,-33.92616961,151.2536886,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,5,1125,4,100,10,10,10,10,10,10,t,flexible,f,f,0.13
2616,60,within an hour,1,1,t,2,f,-33.91147067,151.116384,Apartment,Private room,2,1.5,1,2,Real Bed,,40,2,30,3,1125,10,100,10,10,10,10,10,10,t,moderate,f,f,1.69
2617,195,N/A,N/A,N/A,f,1,t,-33.88549116,151.2730003,Apartment,Entire home/apt,2,1,1,,Real Bed,1000,50,1,0,3,5,0,,,,,,,,f,strict_14_with_grace_period,f,f,
2618,158,within an hour,1,0.93,f,38,f,-33.87478786,151.1966752,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,250,1,0,5,1125,1,100,10,10,6,10,10,10,t,strict_14_with_grace_period,f,f,1
2619,66,N/A,N/A,N/A,f,1,t,-33.88980671,151.2664419,Apartment,Private room,1,1.5,1,1,Real Bed,,,1,0,10,30,2,100,10,9,10,10,10,10,t,moderate,f,f,0.05
2620,81,within an hour,1,1,f,1,t,-33.87956724,151.1693333,House,Private room,2,1,1,0,Real Bed,0,25,1,25,2,1125,143,98,10,10,10,10,10,10,t,moderate,f,f,2.45
2621,86,within an hour,1,0.89,t,2,f,-33.89868332,151.1695108,House,Private room,2,1,1,1,Real Bed,143,35,1,0,1,10,23,100,10,10,10,10,10,10,f,moderate,f,f,1.31
2622,100,N/A,N/A,1,t,1,t,-33.72910409,151.2977124,Apartment,Entire home/apt,3,1,2,2,Real Bed,,,1,0,5,1125,4,100,10,10,10,10,10,10,t,flexible,f,f,0.33
2623,53,N/A,N/A,0.78,f,1,t,-33.91298459,151.2571403,Townhouse,Private room,2,1.5,1,1,Real Bed,,,1,0,1,5,3,100,10,9,10,10,10,10,f,moderate,f,f,0.27
2624,90,N/A,N/A,N/A,f,1,t,-33.88618537,151.2699805,Apartment,Private room,2,1,1,1,Real Bed,0,28,1,0,1,1125,1,100,10,8,10,10,10,10,f,flexible,f,f,0.04
2625,115,N/A,N/A,N/A,f,1,t,-33.91551116,151.2383281,Apartment,Entire home/apt,2,1,1,1,Real Bed,1000,35,1,0,13,48,0,,,,,,,,f,strict_14_with_grace_period,f,f,
2626,200,N/A,N/A,0,f,2,t,-33.891665,151.2031269,Apartment,Entire home/apt,4,2,2,2,Real Bed,200,60,1,0,5,1125,1,80,10,6,10,10,10,8,f,strict_14_with_grace_period,t,t,0.07
2627,65,N/A,N/A,N/A,f,1,t,-33.88334002,151.2404685,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,5,14,2,100,10,10,10,10,10,10,f,flexible,f,f,0.08
2628,69,a few days or more,0,0.25,f,2,t,-33.88392683,151.2777327,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,3,0,,,,,,,,f,moderate,f,f,
2629,200,within a few hours,0.87,0.93,f,139,t,-33.86360515,151.20786,Apartment,Entire home/apt,4,1,2,3,Real Bed,1300,275,1,0,31,1125,31,82,9,8,8,9,10,9,t,strict_14_with_grace_period,f,f,0.7
2630,150,within an hour,1,1,f,1,t,-33.89266791,151.2630729,Apartment,Entire home/apt,2,1,0,1,Real Bed,200,70,1,0,3,6,3,93,10,9,9,10,10,10,f,strict_14_with_grace_period,f,f,0.23
2631,320,within an hour,1,1,f,2,t,-33.86444044,151.2835947,Apartment,Entire home/apt,2,1,2,1,Real Bed,2000,150,2,50,2,1125,2,90,10,9,10,10,10,10,t,flexible,f,f,0.76
2632,170,N/A,N/A,N/A,f,1,f,-33.87865135,151.2245074,Apartment,Entire home/apt,3,1,2,2,Real Bed,0,80,3,50,5,14,3,87,10,8,10,10,10,10,f,strict_14_with_grace_period,f,f,0.07
2633,170,within an hour,1,1,t,2,t,-33.88104627,151.2021342,Apartment,Entire home/apt,4,1,1,2,Real Bed,150,60,1,0,2,1125,228,97,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,6.48
2634,137,within an hour,1,1,f,1,f,-33.95870347,151.155626,Apartment,Entire home/apt,5,2,2,2,Real Bed,,50,1,0,3,1125,2,100,10,10,9,10,10,10,t,flexible,f,f,0.9
2635,525,a few days or more,0.4,0.78,f,8,t,-33.81257665,151.2430439,House,Entire home/apt,8,2,4,4,Real Bed,1500,425,1,0,7,1125,0,,,,,,,,f,super_strict_60,f,f,
2636,85,within an hour,1,1,t,3,t,-33.89232526,151.2153554,House,Private room,2,1,1,1,Real Bed,0,25,1,0,2,21,12,100,10,10,10,10,10,10,f,moderate,f,f,0.31
2637,74,N/A,N/A,1,f,2,t,-33.88996051,151.1955098,Townhouse,Private room,2,1,1,1,Real Bed,0,30,1,15,3,30,4,100,10,10,10,10,10,10,f,moderate,f,f,0.34
2638,210,within a day,1,0.33,f,1,t,-33.78676594,151.2858487,Apartment,Entire home/apt,4,1,2,3,Real Bed,,,1,0,3,1125,0,,,,,,,,t,flexible,f,f,
2639,81,within an hour,1,0.82,f,5,f,-33.90445913,151.2097216,Apartment,Entire home/apt,3,1,2,2,Real Bed,200,40,1,300,5,15,1,60,6,8,10,8,10,6,t,moderate,f,f,0.42
2640,301,within a day,1,0.67,f,1,t,-33.89576736,151.2126801,Apartment,Entire home/apt,4,1,2,3,Real Bed,500,100,3,25,7,14,3,100,9,10,10,9,10,10,f,strict_14_with_grace_period,f,f,0.11
2641,550,N/A,N/A,1,f,1,f,-33.95316386,151.2482325,House,Entire home/apt,8,2,4,6,Real Bed,2500,150,1,0,7,1125,1,100,10,10,10,10,10,10,f,flexible,f,f,0.21
2642,454,within a day,0.9,0.19,t,4,f,-33.77277012,151.2841254,House,Entire home/apt,13,2.5,4,6,Real Bed,1000,150,1,0,7,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
2643,250,within a few hours,1,1,t,1,t,-33.85689529,151.1868102,Apartment,Entire home/apt,6,1,3,4,Real Bed,550,95,4,20,2,30,52,96,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,3.44
2644,350,within an hour,1,0.81,t,1,t,-33.60431112,151.2979715,Cabin,Entire home/apt,8,1,3,6,Real Bed,250,165,1,0,2,14,29,97,10,9,10,10,10,9,f,moderate,f,f,1.08
2645,160,N/A,N/A,N/A,f,1,t,-34.05984222,151.1535525,Apartment,Private room,2,2,1,2,Real Bed,500,,1,0,1,1125,2,,,,,,,,f,moderate,f,f,0.04
2646,145,N/A,N/A,N/A,f,1,t,-33.74499689,151.2888985,Apartment,Entire home/apt,2,1,2,1,Real Bed,,,1,0,7,1125,1,100,10,10,10,10,6,10,t,flexible,f,f,0.03
2647,86,N/A,N/A,N/A,f,3,t,-33.91575662,151.2649779,Apartment,Entire home/apt,2,1,1,1,Real Bed,400,45,2,0,2,1125,15,93,9,9,10,10,10,10,f,moderate,f,f,0.16
2648,65,within an hour,1,1,f,1,f,-33.92061893,151.2300811,Apartment,Private room,2,1,0,1,Real Bed,,59,1,0,1,1125,28,96,10,9,10,10,10,10,t,moderate,f,f,2.29
2649,111,within an hour,0.87,0.52,f,80,f,-33.77962375,151.1145298,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,10,1125,0,,,,,,,,f,flexible,f,f,
2650,42,N/A,N/A,N/A,f,1,f,-33.76587255,151.0839486,Townhouse,Private room,2,1,1,1,Real Bed,,,1,0,20,40,0,,,,,,,,t,strict_14_with_grace_period,f,f,
2651,99,within an hour,1,0.5,f,1,f,-33.78056588,151.1186829,Apartment,Private room,2,1,2,1,Real Bed,,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
2652,31,within a few hours,0.95,0.63,f,0,f,-33.87183602,151.1957381,House,Shared room,1,1.5,1,1,Real Bed,350,0,1,31,14,1125,1,60,10,6,10,10,10,10,f,moderate,f,f,1
2653,129,within a day,1,0.35,f,4,f,-33.8583605,151.1844616,Apartment,Entire home/apt,3,1,0,2,Real Bed,750,99,2,15,10,365,13,93,9,9,10,10,10,9,f,strict_14_with_grace_period,f,f,0.25
2654,120,N/A,N/A,N/A,f,1,t,-33.95000884,151.2076658,Apartment,Private room,2,1,1,1,Real Bed,1000,50,1,0,7,21,0,,,,,,,,f,strict_14_with_grace_period,f,f,
2655,301,N/A,N/A,N/A,f,0,f,-33.88260576,151.1985452,Apartment,Entire home/apt,4,1,0,1,Real Bed,,,1,0,1,1125,0,,,,,,,,t,flexible,f,f,
2656,189,within an hour,1,1,f,11,f,-33.89733866,151.2734818,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,250,1,0,2,1125,11,89,9,9,10,9,10,9,t,strict_14_with_grace_period,f,f,0.61
2657,74,N/A,N/A,N/A,f,1,f,-33.89129549,151.2714874,Apartment,Shared room,1,1.5,1,1,Real Bed,,,1,0,10,10,0,,,,,,,,t,flexible,f,f,
2658,147,within a day,1,1,f,1,t,-33.78092701,151.1137139,Apartment,Entire home/apt,3,2,1,1,Real Bed,,,1,0,2,10,0,,,,,,,,t,flexible,f,f,
2659,439,N/A,N/A,N/A,f,1,f,-33.89693024,151.2718652,Apartment,Entire home/apt,4,1,2,3,Real Bed,,100,1,0,5,28,4,80,10,8,10,10,10,9,f,strict_14_with_grace_period,f,f,0.06
2660,250,N/A,N/A,0.5,f,1,t,-33.89726987,151.2707648,Apartment,Entire home/apt,2,1,1,0,Real Bed,0,79,1,0,2,1125,11,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.15
2661,499,within an hour,0.97,0.97,f,52,t,-33.89229547,151.2516927,Apartment,Entire home/apt,4,1,1,2,Real Bed,250,110,1,0,7,1125,2,80,8,9,10,10,10,7,t,strict_14_with_grace_period,f,f,0.08
2662,200,a few days or more,0.4,0.56,f,1,t,-33.89628611,151.2737854,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,80,1,0,3,1125,17,97,10,9,10,10,10,10,f,moderate,f,f,0.4
2663,90,within an hour,1,0.94,f,1,f,-33.66119557,151.3203008,House,Private room,2,1,0,1,Real Bed,0,30,2,40,1,1125,37,92,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,2.38
2664,330,within an hour,1,0.99,t,1,f,-33.87004723,151.2082845,Apartment,Entire home/apt,4,2,2,2,Real Bed,200,60,1,50,1,60,260,98,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,9.64
2665,300,N/A,N/A,0.67,f,1,f,-33.68140683,151.3035625,House,Entire home/apt,4,2.5,3,3,Real Bed,150,120,1,0,2,2,4,95,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.15
2666,60,within an hour,1,0.75,f,4,t,-33.91823342,151.2514356,Apartment,Private room,2,1,1,1,Real Bed,0,0,1,0,3,1125,10,96,9,10,10,10,10,9,t,flexible,f,f,0.37
2667,200,within an hour,0.93,0.98,f,12,f,-33.87931182,151.192617,Apartment,Entire home/apt,3,1,0,1,Real Bed,0,60,1,0,15,212,18,84,9,8,10,9,9,8,t,strict_14_with_grace_period,f,f,2.74
2668,69,N/A,N/A,N/A,f,1,t,-33.87694493,151.1974439,House,Private room,1,1,1,1,Real Bed,,,1,0,14,60,0,,,,,,,,t,flexible,f,f,
2669,186,within a few hours,1,0.67,f,1,t,-33.88209578,151.2327085,Apartment,Entire home/apt,5,1,2,3,Real Bed,500,150,1,0,2,16,2,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,2
2670,284,within a few hours,1,0.75,f,1,f,-33.84842282,151.2053767,Apartment,Entire home/apt,4,1,1,2,Real Bed,500,100,2,10,3,90,28,99,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.73
2671,45,N/A,N/A,0,f,5,f,-33.92637799,151.0768191,Guesthouse,Private room,2,1,1,2,Real Bed,,50,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
2672,128,N/A,N/A,N/A,f,1,t,-33.8856472,151.2090555,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,40,1,20,2,1125,0,,,,,,,,f,flexible,f,f,
2673,200,N/A,N/A,N/A,f,1,t,-33.89251311,151.2640882,Apartment,Entire home/apt,2,1,1,1,Real Bed,,70,1,0,5,1125,1,80,10,6,10,10,8,8,f,flexible,f,f,0.02
2674,301,N/A,N/A,N/A,f,1,f,-33.89437427,151.2278836,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,75,1,0,91,1125,0,,,,,,,,t,flexible,f,f,
2675,40,N/A,N/A,N/A,f,1,f,-33.83759264,151.2262964,Guesthouse,Private room,2,1,1,2,Real Bed,,,1,0,1,30,1,100,10,10,10,10,10,10,f,flexible,f,f,0.04
2676,170,within a day,1,1,f,0,f,-33.70123273,151.2919006,House,Entire home/apt,8,2,4,4,Real Bed,0,160,4,20,1,14,3,93,10,9,10,10,10,9,t,flexible,f,f,0.56
2677,63,N/A,N/A,N/A,f,1,f,-33.86997193,151.1914215,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,4,15,1,40,6,4,2,6,10,6,f,flexible,f,f,0.04
2678,120,N/A,N/A,N/A,t,1,f,-33.88730102,151.1552862,Apartment,Entire home/apt,3,1,1,2,Real Bed,,80,1,0,1,1125,11,96,9,10,10,10,10,10,t,flexible,f,f,0.71
2679,60,within a day,1,1,f,1,t,-33.90395938,151.152114,Apartment,Private room,2,1,1,1,Real Bed,750,40,1,10,2,1125,2,100,10,10,10,10,10,10,f,moderate,f,f,0.47
2680,110,N/A,N/A,N/A,f,1,t,-33.87912634,151.2243992,Apartment,Entire home/apt,4,2,2,2,Real Bed,300,120,1,0,3,1125,1,40,4,6,8,10,8,8,f,moderate,f,f,0.02
2681,160,within an hour,1,1,t,1,f,-33.87455905,151.2047782,Apartment,Entire home/apt,3,1,1,2,Real Bed,200,0,2,10,1,93,288,95,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,8.74
2682,69,within an hour,1,1,f,0,f,-33.9202236,151.2511984,House,Private room,2,1,1,1,Real Bed,,,1,0,2,14,9,85,9,9,10,10,10,9,t,moderate,f,f,3.7
2683,301,within a day,0.8,0.68,f,1,f,-33.77947364,151.2910782,Apartment,Entire home/apt,4,1,2,2,Real Bed,130,10,2,10,2,14,76,91,10,8,10,10,10,9,f,moderate,f,f,2.71
2684,250,N/A,N/A,1,f,1,f,-33.79422949,151.281225,Guesthouse,Entire home/apt,2,1,0,1,Real Bed,0,100,1,0,2,7,4,100,10,10,10,10,10,10,f,moderate,f,f,0.27
2685,150,within an hour,0.91,0.94,f,50,t,-33.87472089,151.2174967,Guesthouse,Private room,2,1,0,1,Real Bed,0,45,1,0,3,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
2686,163,N/A,N/A,N/A,f,1,f,-33.82738878,151.0846378,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,7,1125,0,,,,,,,,f,flexible,f,f,
2687,155,N/A,N/A,0.5,f,0,t,-33.97100803,151.1166515,Apartment,Entire home/apt,4,1,2,2,Real Bed,,55,1,0,2,7,0,,,,,,,,f,moderate,f,f,
2688,179,N/A,N/A,N/A,f,1,t,-33.89143353,151.2688966,Apartment,Entire home/apt,4,1,2,2,Real Bed,,,1,0,1,1125,1,100,10,10,10,10,10,10,f,flexible,f,f,0.02
2689,170,a few days or more,0.4,0.73,f,4,t,-33.87651118,151.2199242,Apartment,Entire home/apt,2,1,1,1,Real Bed,,50,1,0,1,1125,4,90,8,7,9,10,10,9,f,flexible,f,f,0.93
2690,95,N/A,N/A,N/A,f,1,t,-33.89570902,151.1779508,House,Private room,2,1,1,1,Real Bed,150,15,1,0,4,14,16,96,10,9,10,10,10,9,f,flexible,f,f,0.3
2691,279,N/A,N/A,N/A,f,1,f,-34.01335818,151.1238165,House,Entire home/apt,7,2,4,3,Real Bed,500,50,6,50,1,1125,0,,,,,,,,f,flexible,f,f,
2692,100,N/A,N/A,N/A,f,1,f,-33.84236349,151.2140634,Guest suite,Entire home/apt,2,1,1,1,Real Bed,0,30,1,0,2,1125,18,98,10,10,10,10,10,10,t,moderate,f,f,0.94
2693,124,N/A,N/A,N/A,f,1,f,-33.9088187,151.2412927,Apartment,Entire home/apt,4,1,2,3,Real Bed,,,1,0,14,1125,1,100,10,10,10,10,10,10,f,flexible,f,f,0.02
2694,70,within an hour,1,0.92,f,2,f,-33.75286738,151.1492681,Apartment,Private room,2,1,0,1,Real Bed,,20,1,0,14,300,2,80,10,10,10,10,10,9,t,flexible,f,f,0.13
2695,220,within an hour,1,0.99,f,9,t,-33.92192171,151.1839585,Apartment,Entire home/apt,6,2,2,2,Real Bed,300,100,5,40,2,1125,35,93,10,9,9,9,10,9,t,strict_14_with_grace_period,f,f,1.35
2696,120,within an hour,1,0.99,f,35,f,-33.88484562,151.2085204,House,Private room,2,1,1,1,Real Bed,0,55,1,0,1,1125,10,88,9,8,10,9,10,9,t,moderate,f,f,1.71
2697,129,within a few hours,1,1,f,1,f,-33.77482066,151.1703578,Apartment,Entire home/apt,3,1,1,2,Real Bed,300,70,2,20,1,366,3,100,10,10,10,10,10,10,f,moderate,f,f,0.33
2698,144,N/A,N/A,1,f,1,t,-33.79589709,151.2727655,House,Entire home/apt,2,1,1,1,Real Bed,300,60,2,0,3,60,16,99,10,10,10,10,10,9,f,moderate,f,f,0.41
2699,200,N/A,N/A,N/A,f,1,t,-33.87717227,151.2739432,Apartment,Entire home/apt,2,1,1,1,Real Bed,1000,70,1,0,5,30,3,93,9,9,9,9,9,9,f,strict_14_with_grace_period,f,f,0.08
2700,157,within an hour,0.78,1,f,14,f,-33.87400659,151.1944633,Apartment,Entire home/apt,3,1,0,2,Real Bed,300,60,2,25,1,1125,98,93,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,6.65
2701,129,N/A,N/A,N/A,f,1,t,-33.89548084,151.2102632,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,50,1,0,1,1125,10,100,10,10,10,10,10,10,f,flexible,f,f,0.19
2702,90,within an hour,1,0.99,f,4,f,-33.88898561,151.2121861,Apartment,Entire home/apt,4,1,1,2,Real Bed,1000,70,2,25,1,1125,75,87,9,8,9,9,10,9,t,strict_14_with_grace_period,f,f,3.95
2703,160,within a day,1,0,f,2,t,-33.87161466,151.2168358,Apartment,Entire home/apt,2,1,1,1,Pull-out Sofa,1000,150,1,0,60,1125,24,97,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.61
2704,69,N/A,N/A,N/A,f,1,f,-33.88432774,151.2345397,House,Private room,2,1,1,1,Real Bed,,,1,0,4,1125,1,80,8,6,8,6,8,8,f,flexible,f,f,0.03
2705,97,N/A,N/A,N/A,f,1,f,-33.86727262,151.2252852,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,24,24,0,,,,,,,,t,flexible,f,f,
2706,36,N/A,N/A,N/A,f,1,f,-33.89254291,151.2720741,Apartment,Private room,1,1,1,1,Real Bed,,30,1,0,1,1125,1,100,10,10,10,10,10,10,f,flexible,f,f,0.02
2707,45,N/A,N/A,N/A,f,1,f,-33.93660407,151.2473109,House,Private room,2,2,1,1,Real Bed,,30,1,0,1,22,0,,,,,,,,f,flexible,f,f,
2708,75,N/A,N/A,1,f,1,f,-33.77822657,151.2783519,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,14,4,100,9,10,10,10,10,10,f,flexible,f,f,0.46
2709,81,N/A,N/A,N/A,f,1,f,-33.90343046,151.1855079,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
2710,124,N/A,N/A,1,f,0,f,-33.92643082,151.2519641,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,80,2,0,14,22,3,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.13
2711,123,N/A,N/A,N/A,f,1,t,-33.91405623,151.2495197,Apartment,Entire home/apt,2,1,1,1,Real Bed,,75,2,50,3,7,0,,,,,,,,f,strict_14_with_grace_period,f,f,
2712,301,within a few hours,1,0.98,t,1,t,-33.79857547,151.2908618,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,125,1,0,3,90,128,99,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,2.88
2713,451,N/A,N/A,0.5,f,1,f,-33.81811665,151.1657419,House,Entire home/apt,7,2,4,4,Real Bed,0,100,1,0,3,42,2,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.14
2714,150,within an hour,0.96,0.73,f,27,f,-33.89170315,151.2538949,Apartment,Entire home/apt,4,1,2,2,Real Bed,,150,1,0,3,90,4,80,9,9,9,10,10,8,f,strict_14_with_grace_period,f,f,4
2715,301,within a day,1,0.6,f,1,t,-33.89135759,151.2743045,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,0,1,0,10,30,4,95,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.06
2716,301,within a few hours,1,1,f,0,f,-33.9018651,151.2612806,Apartment,Entire home/apt,2,1,1,1,Real Bed,700,150,1,0,5,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
2717,40,within an hour,1,0.99,f,23,t,-33.87990558,151.2113698,Townhouse,Private room,2,2,1,1,Real Bed,0,20,1,10,1,120,53,95,10,9,10,10,10,10,t,strict_14_with_grace_period,f,f,5.6
2718,186,within an hour,1,0.86,f,0,f,-34.04841604,151.1509599,Apartment,Entire home/apt,4,1,2,2,Real Bed,,,1,0,2,1125,6,97,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,2.28
2719,50,N/A,N/A,N/A,f,1,t,-33.94512841,151.2556383,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,1125,1,80,8,10,10,10,10,10,f,flexible,f,f,0.05
2720,179,N/A,N/A,1,f,1,t,-33.89635607,151.2275664,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,30,1,25,2,1125,1,100,10,10,10,10,10,10,f,moderate,f,f,0.09
2721,81,N/A,N/A,N/A,f,2,t,-33.83214268,151.1932684,Apartment,Private room,2,1,1,2,Real Bed,0,25,1,0,2,1125,0,,,,,,,,t,flexible,f,f,
2722,451,within a day,1,1,f,1,f,-33.89952087,151.2740957,Apartment,Entire home/apt,6,2,3,3,Real Bed,0,120,1,0,3,1125,2,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.76
2723,81,N/A,N/A,N/A,f,1,t,-33.90931047,151.2103508,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,14,16,0,,,,,,,,f,moderate,f,f,
2724,55,N/A,N/A,1,f,4,f,-33.89236256,151.2086312,House,Private room,2,1,1,1,Real Bed,150,25,1,10,2,15,2,70,7,5,8,10,8,7,t,flexible,f,f,0.14
2725,178,within an hour,0.96,0.91,f,15,f,-33.86961883,151.1927107,Apartment,Entire home/apt,4,1,2,4,Real Bed,0,0,4,55,1,1125,15,92,9,9,9,9,10,9,t,moderate,f,f,1.11
2726,141,N/A,N/A,N/A,f,1,t,-33.89302042,151.2839207,Apartment,Entire home/apt,2,1,1,1,Real Bed,400,,1,0,3,1125,12,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.25
2727,68,within an hour,1,0.67,f,7,t,-33.98644411,151.1329639,House,Private room,1,1,1,1,Real Bed,150,20,1,20,2,1125,2,100,9,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.04
2728,220,within an hour,0.92,0.96,t,80,f,-33.87454008,151.2030414,Apartment,Entire home/apt,5,2,2,4,Real Bed,0,70,5,0,2,1125,23,91,9,10,9,8,10,9,t,flexible,f,f,1.58
